PERSON_ID,FIRST_NAME,LAST_NAME,TEAM,DESCRIPTION,ALL_NBA_TEAM_NUMBER,SEASON,MONTH,WEEK,CONFERENCE,TYPE,SUBTYPE1,SUBTYPE2,SUBTYPE3,PLAYER_ID,PLAYER_NAME
120.0,Steve,Smith,Atlanta Hawks,NBA Player of the Week,,1997-98,,1998-01-11T00:00:00,,Award,Kia Motors,KIPWK,,120,
120.0,Steve,Smith,San Antonio Spurs,NBA Sportsmanship,,2001-02,,,,Award,Kia Motors,KSPRT,,120,
120.0,Steve,Smith,USA,Olympic Gold Medal,,2000,,,,Award,Olympic,Gold,,120,
120.0,Steven,Smith,,NBA All-Star,,1997-98,,,,Award,All-Star,,,120,
120.0,Steven,Smith,San Antonio Spurs,NBA Champion,,2002-03,,,,Award,Champion,,,120,
121.0,Patrick,Ewing,New York Knicks,All-Defensive Team,2.0,1987-88,,,1610612752,Award,Kia Motors,KIADT,,121,
121.0,Patrick,Ewing,New York Knicks,All-Defensive Team,2.0,1988-89,,,1610612752,Award,Kia Motors,KIADT,,121,
121.0,Patrick,Ewing,New York Knicks,All-Defensive Team,2.0,1991-92,,,1610612752,Award,Kia Motors,KIADT,,121,
121.0,Patrick,Ewing,New York Knicks,All-NBA,2.0,1987-88,,,1610612752,Award,Kia Motors,KIANT,,121,
121.0,Patrick,Ewing,New York Knicks,All-NBA,2.0,1988-89,,,1610612752,Award,Kia Motors,KIANT,,121,
121.0,Patrick,Ewing,New York Knicks,All-NBA,1.0,1989-90,,,1610612752,Award,Kia Motors,KIANT,,121,
121.0,Patrick,Ewing,New York Knicks,All-NBA,2.0,1990-91,,,1610612752,Award,Kia Motors,KIANT,,121,
121.0,Patrick,Ewing,New York Knicks,All-NBA,2.0,1991-92,,,1610612752,Award,Kia Motors,KIANT,,121,
121.0,Patrick,Ewing,New York Knicks,All-NBA,2.0,1992-93,,,1610612752,Award,Kia Motors,KIANT,,121,
121.0,Patrick,Ewing,New York Knicks,All-NBA,2.0,1996-97,,,1610612752,Award,Kia Motors,KIANT,,121,
121.0,Patrick,Ewing,New York Knicks,All-Rookie Team,1.0,1985-86,,,1610612752,Award,Kia Motors,KIART,,121,
121.0,Patrick,Ewing,,Hall of Fame Inductee,,2008,,,,Award,Hall of Fame,,,121,
121.0,Patrick,Ewing,,NBA All-Star,,1985-86,,,,Award,All-Star,,,121,
121.0,Patrick,Ewing,,NBA All-Star,,1987-88,,,,Award,All-Star,,,121,
121.0,Patrick,Ewing,,NBA All-Star,,1988-89,,,,Award,All-Star,,,121,
121.0,Patrick,Ewing,,NBA All-Star,,1989-90,,,,Award,All-Star,,,121,
121.0,Patrick,Ewing,,NBA All-Star,,1990-91,,,,Award,All-Star,,,121,
121.0,Patrick,Ewing,,NBA All-Star,,1991-92,,,,Award,All-Star,,,121,
121.0,Patrick,Ewing,,NBA All-Star,,1992-93,,,,Award,All-Star,,,121,
121.0,Patrick,Ewing,,NBA All-Star,,1993-94,,,,Award,All-Star,,,121,
121.0,Patrick,Ewing,,NBA All-Star,,1994-95,,,,Award,All-Star,,,121,
121.0,Patrick,Ewing,,NBA All-Star,,1995-96,,,,Award,All-Star,,,121,
121.0,Patrick,Ewing,,NBA All-Star,,1996-97,,,,Award,All-Star,,,121,
121.0,Patrick,Ewing,New York Knicks,NBA Player of the Month,,1988-89,04/01/1989,,,Award,Kia Motors,KIPMO,,121,
121.0,Patrick,Ewing,New York Knicks,NBA Player of the Month,,1989-90,11/01/1989,,,Award,Kia Motors,KIPMO,,121,
121.0,Patrick,Ewing,New York Knicks,NBA Player of the Month,,1992-93,03/01/1993,,,Award,Kia Motors,KIPMO,,121,
121.0,Patrick,Ewing,New York Knicks,NBA Player of the Month,,1993-94,01/01/1994,,,Award,Kia Motors,KIPMO,,121,
121.0,Patrick,Ewing,New York Knicks,NBA Player of the Month,,1994-95,01/01/1995,,,Award,Kia Motors,KIPMO,,121,
121.0,Patrick,Ewing,New York Knicks,NBA Player of the Week,,1985-86,,1985-11-17T00:00:00,,Award,Kia Motors,KIPWK,,121,
121.0,Patrick,Ewing,New York Knicks,NBA Player of the Week,,1986-87,,1986-12-28T00:00:00,,Award,Kia Motors,KIPWK,,121,
121.0,Patrick,Ewing,New York Knicks,NBA Player of the Week,,1988-89,,1988-11-27T00:00:00,,Award,Kia Motors,KIPWK,,121,
121.0,Patrick,Ewing,New York Knicks,NBA Player of the Week,,1988-89,,1989-02-26T00:00:00,,Award,Kia Motors,KIPWK,,121,
121.0,Patrick,Ewing,New York Knicks,NBA Player of the Week,,1989-90,,1989-12-03T00:00:00,,Award,Kia Motors,KIPWK,,121,
121.0,Patrick,Ewing,New York Knicks,NBA Player of the Week,,1991-92,,1992-01-05T00:00:00,,Award,Kia Motors,KIPWK,,121,
121.0,Patrick,Ewing,New York Knicks,NBA Player of the Week,,1992-93,,1992-12-20T00:00:00,,Award,Kia Motors,KIPWK,,121,
121.0,Patrick,Ewing,New York Knicks,NBA Player of the Week,,1992-93,,1993-01-24T00:00:00,,Award,Kia Motors,KIPWK,,121,
121.0,Patrick,Ewing,New York Knicks,NBA Player of the Week,,1992-93,,1993-03-21T00:00:00,,Award,Kia Motors,KIPWK,,121,
121.0,Patrick,Ewing,New York Knicks,NBA Player of the Week,,1993-94,,1994-01-16T00:00:00,,Award,Kia Motors,KIPWK,,121,
121.0,Patrick,Ewing,New York Knicks,NBA Player of the Week,,1994-95,,1995-01-22T00:00:00,,Award,Kia Motors,KIPWK,,121,
121.0,Patrick,Ewing,New York Knicks,NBA Player of the Week,,1996-97,,1997-03-09T00:00:00,,Award,Kia Motors,KIPWK,,121,
121.0,Patrick,Ewing,New York Knicks,NBA Rookie of the Month,,1985-86,01/01/1986,,,Award,Kia Motors,KIRMO,,121,
121.0,Patrick,Ewing,New York Knicks,NBA Rookie of the Month,,1985-86,11/01/1985,,,Award,Kia Motors,KIRMO,,121,
121.0,Patrick,Ewing,New York Knicks,NBA Rookie of the Year,,1985-86,,,,Award,Kia Motors,KIROY,,121,
121.0,Patrick,Ewing,New York Knicks,NBA Sporting News Rookie of the Year,,1985-86,,,,Award,Sporting News,SNROY,,121,
121.0,Patrick,Ewing,USA,Olympic Gold Medal,,1984,,,,Award,Olympic,Gold,,121,
121.0,Patrick,Ewing,USA,Olympic Gold Medal,,1992,,,,Award,Olympic,Gold,,121,
124.0,Vlade,Divac,Los Angeles Lakers,All-Rookie Team,1.0,1989-90,,,1610612747,Award,Kia Motors,KIART,,124,
124.0,Vlade,Divac,Sacramento Kings,J. Walter Kennedy Citizenship,,1999-00,,,,Award,Kia Motors,KIWKC,,124,
124.0,Vlade,Divac,,NBA All-Star,,2000-01,,,,Award,All-Star,,,124,
124.0,Vlade,Divac,Los Angeles Lakers,NBA Player of the Week,,1994-95,,1995-03-26T00:00:00,,Award,Kia Motors,KIPWK,,124,
124.0,Vlade,Divac,Yugoslavia,Olympic Silver Medal,,1988,,,,Award,Olympic,Silver,,124,
129.0,Dino,Radja,Boston Celtics,All-Rookie Team,2.0,1993-94,,,1610612738,Award,Kia Motors,KIART,,129,
129.0,Dino,Radja,,Hall of Fame Inductee,,2018,,,,Award,Hall of Fame,,,129,
129.0,Dino,Radja,Boston Celtics,NBA Rookie of the Month,,1993-94,11/01/1993,,,Award,Kia Motors,KIRMO,,129,
134.0,Kevin,Johnson,Phoenix Suns,All-NBA,2.0,1988-89,,,1610612756,Award,Kia Motors,KIANT,,134,
134.0,Kevin,Johnson,Phoenix Suns,All-NBA,2.0,1989-90,,,1610612756,Award,Kia Motors,KIANT,,134,
134.0,Kevin,Johnson,Phoenix Suns,All-NBA,2.0,1990-91,,,1610612756,Award,Kia Motors,KIANT,,134,
134.0,Kevin,Johnson,Phoenix Suns,All-NBA,3.0,1991-92,,,1610612756,Award,Kia Motors,KIANT,,134,
134.0,Kevin,Johnson,Phoenix Suns,All-NBA,2.0,1993-94,,,1610612756,Award,Kia Motors,KIANT,,134,
134.0,Kevin,Johnson,Phoenix Suns,J. Walter Kennedy Citizenship,,1990-91,,,,Award,Kia Motors,KIWKC,,134,
134.0,Kevin,Johnson,,NBA All-Star,,1989-90,,,,Award,All-Star,,,134,
134.0,Kevin,Johnson,,NBA All-Star,,1990-91,,,,Award,All-Star,,,134,
134.0,Kevin,Johnson,,NBA All-Star,,1993-94,,,,Award,All-Star,,,134,
134.0,Kevin,Johnson,Phoenix Suns,NBA Most Improved Player,,1988-89,,,,Award,Kia Motors,KIMIP,,134,
134.0,Kevin,Johnson,Phoenix Suns,NBA Player of the Month,,1988-89,02/01/1989,,,Award,Kia Motors,KIPMO,,134,
134.0,Kevin,Johnson,Phoenix Suns,NBA Player of the Month,,1996-97,04/01/1997,,,Award,Kia Motors,KIPMO,,134,
134.0,Kevin,Johnson,Phoenix Suns,NBA Player of the Week,,1988-89,,1989-03-19T00:00:00,,Award,Kia Motors,KIPWK,,134,
134.0,Kevin,Johnson,Phoenix Suns,NBA Player of the Week,,1989-90,,1990-03-18T00:00:00,,Award,Kia Motors,KIPWK,,134,
134.0,Kevin,Johnson,Phoenix Suns,NBA Player of the Week,,1990-91,,1990-12-16T00:00:00,,Award,Kia Motors,KIPWK,,134,
134.0,Kevin,Johnson,Phoenix Suns,NBA Player of the Week,,1995-96,,1996-04-07T00:00:00,,Award,Kia Motors,KIPWK,,134,
134.0,Kevin,Johnson,Phoenix Suns,NBA Player of the Week,,1996-97,,1997-03-30T00:00:00,,Award,Kia Motors,KIPWK,,134,
134.0,Kevin,Johnson,Phoenix Suns,NBA Rookie of the Month,,1987-88,04/01/1988,,,Award,Kia Motors,KIRMO,,134,
136.0,P.J.,Brown,Miami Heat,All-Defensive Team,2.0,1996-97,,,1610612748,Award,Kia Motors,KIADT,,136,
136.0,P.J.,Brown,Miami Heat,All-Defensive Team,2.0,1998-99,,,1610612748,Award,Kia Motors,KIADT,,136,
136.0,P.J.,Brown,Charlotte Hornets,All-Defensive Team,2.0,2000-01,,,1610612740,Award,Kia Motors,KIADT,,136,
136.0,P.J.,Brown,Miami Heat,J. Walter Kennedy Citizenship,,1996-97,,,,Award,Kia Motors,KIWKC,,136,
136.0,P.J.,Brown,Boston Celtics,NBA Champion,,2007-08,,,,Award,Champion,,,136,
136.0,P.J.,Brown,New Orleans Hornets,NBA Sportsmanship,,2003-04,,,,Award,Kia Motors,KSPRT,,136,
137.0,Vernon,Maxwell,Houston Rockets,NBA Champion,,1993-94,,,,Award,Champion,,,137,
137.0,Vernon,Maxwell,Houston Rockets,NBA Champion,,1994-95,,,,Award,Champion,,,137,
146.0,Jud,Buechler,Chicago Bulls,NBA Champion,,1995-96,,,,Award,Champion,,,146,
146.0,Jud,Buechler,Chicago Bulls,NBA Champion,,1996-97,,,,Award,Champion,,,146,
146.0,Jud,Buechler,Chicago Bulls,NBA Champion,,1997-98,,,,Award,Champion,,,146,
147.0,Jalen,Rose,Denver Nuggets,All-Rookie Team,2.0,1994-95,,,1610612743,Award,Kia Motors,KIART,,147,
147.0,Jalen,Rose,Indiana Pacers,NBA Most Improved Player,,1999-00,,,,Award,Kia Motors,KIMIP,,147,
147.0,Jalen,Rose,Indiana Pacers,NBA Player of the Week,,1999-00,,2000-03-20T00:00:00,,Award,Kia Motors,KIPWK,,147,
147.0,Jalen,Rose,Toronto Raptors,NBA Player of the Week,,2004-05,,2005-02-27T00:00:00,East,Award,Kia Motors,KIPWK,,147,
149.0,Michael,Adams,,NBA All-Star,,1991-92,,,,Award,All-Star,,,149,
149.0,Michael,Adams,Denver Nuggets,NBA Player of the Week,,1988-89,,1988-12-11T00:00:00,,Award,Kia Motors,KIPWK,,149,
149.0,Michael,Adams,Denver Nuggets,NBA Player of the Week,,1990-91,,1991-01-27T00:00:00,,Award,Kia Motors,KIPWK,,149,
157.0,Derek,Harper,Dallas Mavericks,All-Defensive Team,2.0,1986-87,,,1610612742,Award,Kia Motors,KIADT,,157,
157.0,Derek,Harper,Dallas Mavericks,All-Defensive Team,2.0,1989-90,,,1610612742,Award,Kia Motors,KIADT,,157,
165.0,Hakeem,Olajuwon,Houston Rockets,All-Defensive Team,2.0,1984-85,,,1610612745,Award,Kia Motors,KIADT,,165,
165.0,Hakeem,Olajuwon,Houston Rockets,All-Defensive Team,1.0,1986-87,,,1610612745,Award,Kia Motors,KIADT,,165,
165.0,Hakeem,Olajuwon,Houston Rockets,All-Defensive Team,1.0,1987-88,,,1610612745,Award,Kia Motors,KIADT,,165,
165.0,Hakeem,Olajuwon,Houston Rockets,All-Defensive Team,1.0,1989-90,,,1610612745,Award,Kia Motors,KIADT,,165,
165.0,Hakeem,Olajuwon,Houston Rockets,All-Defensive Team,2.0,1990-91,,,1610612745,Award,Kia Motors,KIADT,,165,
165.0,Hakeem,Olajuwon,Houston Rockets,All-Defensive Team,1.0,1992-93,,,1610612745,Award,Kia Motors,KIADT,,165,
165.0,Hakeem,Olajuwon,Houston Rockets,All-Defensive Team,1.0,1993-94,,,1610612745,Award,Kia Motors,KIADT,,165,
165.0,Hakeem,Olajuwon,Houston Rockets,All-Defensive Team,2.0,1995-96,,,1610612745,Award,Kia Motors,KIADT,,165,
165.0,Hakeem,Olajuwon,Houston Rockets,All-Defensive Team,2.0,1996-97,,,1610612745,Award,Kia Motors,KIADT,,165,
165.0,Hakeem,Olajuwon,Houston Rockets,All-NBA,2.0,1985-86,,,1610612745,Award,Kia Motors,KIANT,,165,
165.0,Hakeem,Olajuwon,Houston Rockets,All-NBA,1.0,1986-87,,,1610612745,Award,Kia Motors,KIANT,,165,
165.0,Hakeem,Olajuwon,Houston Rockets,All-NBA,1.0,1987-88,,,1610612745,Award,Kia Motors,KIANT,,165,
165.0,Hakeem,Olajuwon,Houston Rockets,All-NBA,1.0,1988-89,,,1610612745,Award,Kia Motors,KIANT,,165,
165.0,Hakeem,Olajuwon,Houston Rockets,All-NBA,2.0,1989-90,,,1610612745,Award,Kia Motors,KIANT,,165,
165.0,Hakeem,Olajuwon,Houston Rockets,All-NBA,3.0,1990-91,,,1610612745,Award,Kia Motors,KIANT,,165,
165.0,Hakeem,Olajuwon,Houston Rockets,All-NBA,1.0,1992-93,,,1610612745,Award,Kia Motors,KIANT,,165,
165.0,Hakeem,Olajuwon,Houston Rockets,All-NBA,1.0,1993-94,,,1610612745,Award,Kia Motors,KIANT,,165,
165.0,Hakeem,Olajuwon,Houston Rockets,All-NBA,3.0,1994-95,,,1610612745,Award,Kia Motors,KIANT,,165,
165.0,Hakeem,Olajuwon,Houston Rockets,All-NBA,2.0,1995-96,,,1610612745,Award,Kia Motors,KIANT,,165,
165.0,Hakeem,Olajuwon,Houston Rockets,All-NBA,1.0,1996-97,,,1610612745,Award,Kia Motors,KIANT,,165,
165.0,Hakeem,Olajuwon,Houston Rockets,All-NBA,3.0,1998-99,,,1610612745,Award,Kia Motors,KIANT,,165,
165.0,Hakeem,Olajuwon,Houston Rockets,All-Rookie Team,1.0,1984-85,,,1610612745,Award,Kia Motors,KIART,,165,
165.0,Hakeem,Olajuwon,,Hall of Fame Inductee,,2008,,,,Award,Hall of Fame,,,165,
165.0,Hakeem,Olajuwon,Houston Rockets,IBM Award,,1992-93,,,,Award,IBM,IBMAW,,165,
165.0,Hakeem,Olajuwon,,NBA All-Star,,1984-85,,,,Award,All-Star,,,165,
165.0,Hakeem,Olajuwon,,NBA All-Star,,1985-86,,,,Award,All-Star,,,165,
165.0,Hakeem,Olajuwon,,NBA All-Star,,1986-87,,,,Award,All-Star,,,165,
165.0,Hakeem,Olajuwon,,NBA All-Star,,1987-88,,,,Award,All-Star,,,165,
165.0,Hakeem,Olajuwon,,NBA All-Star,,1988-89,,,,Award,All-Star,,,165,
165.0,Hakeem,Olajuwon,,NBA All-Star,,1989-90,,,,Award,All-Star,,,165,
165.0,Hakeem,Olajuwon,,NBA All-Star,,1991-92,,,,Award,All-Star,,,165,
165.0,Hakeem,Olajuwon,,NBA All-Star,,1992-93,,,,Award,All-Star,,,165,
165.0,Hakeem,Olajuwon,,NBA All-Star,,1993-94,,,,Award,All-Star,,,165,
165.0,Hakeem,Olajuwon,,NBA All-Star,,1994-95,,,,Award,All-Star,,,165,
165.0,Hakeem,Olajuwon,,NBA All-Star,,1995-96,,,,Award,All-Star,,,165,
165.0,Hakeem,Olajuwon,,NBA All-Star,,1996-97,,,,Award,All-Star,,,165,
165.0,Hakeem,Olajuwon,Houston Rockets,NBA Champion,,1993-94,,,,Award,Champion,,,165,
165.0,Hakeem,Olajuwon,Houston Rockets,NBA Champion,,1994-95,,,,Award,Champion,,,165,
165.0,Hakeem,Olajuwon,Houston Rockets,NBA Defensive Player of the Year,,1992-93,,,,Award,Kia Motors,KDPYR,,165,
165.0,Hakeem,Olajuwon,Houston Rockets,NBA Defensive Player of the Year,,1993-94,,,,Award,Kia Motors,KDPYR,,165,
165.0,Hakeem,Olajuwon,Houston Rockets,NBA Finals Most Valuable Player,,1993-94,,,,Award,Kia Motors,KFMVP,,165,
165.0,Hakeem,Olajuwon,Houston Rockets,NBA Finals Most Valuable Player,,1994-95,,,,Award,Kia Motors,KFMVP,,165,
165.0,Hakeem,Olajuwon,Houston Rockets,NBA Most Valuable Player,,1993-94,,,,Award,Kia Motors,KIMVP,,165,
165.0,Hakeem,Olajuwon,Houston Rockets,NBA Player of the Month,,1985-86,11/01/1985,,,Award,Kia Motors,KIPMO,,165,
165.0,Hakeem,Olajuwon,Houston Rockets,NBA Player of the Month,,1989-90,04/01/1990,,,Award,Kia Motors,KIPMO,,165,
165.0,Hakeem,Olajuwon,Houston Rockets,NBA Player of the Month,,1992-93,01/01/1993,,,Award,Kia Motors,KIPMO,,165,
165.0,Hakeem,Olajuwon,Houston Rockets,NBA Player of the Month,,1992-93,04/01/1993,,,Award,Kia Motors,KIPMO,,165,
165.0,Hakeem,Olajuwon,Houston Rockets,NBA Player of the Month,,1993-94,11/01/1993,,,Award,Kia Motors,KIPMO,,165,
165.0,Hakeem,Olajuwon,Houston Rockets,NBA Player of the Month,,1994-95,02/01/1995,,,Award,Kia Motors,KIPMO,,165,
165.0,Hakeem,Olajuwon,Houston Rockets,NBA Player of the Week,,1988-89,,1988-11-13T00:00:00,,Award,Kia Motors,KIPWK,,165,
165.0,Hakeem,Olajuwon,Houston Rockets,NBA Player of the Week,,1988-89,,1989-02-19T00:00:00,,Award,Kia Motors,KIPWK,,165,
165.0,Hakeem,Olajuwon,Houston Rockets,NBA Player of the Week,,1989-90,,1990-03-04T00:00:00,,Award,Kia Motors,KIPWK,,165,
165.0,Hakeem,Olajuwon,Houston Rockets,NBA Player of the Week,,1992-93,,1993-01-17T00:00:00,,Award,Kia Motors,KIPWK,,165,
165.0,Hakeem,Olajuwon,Houston Rockets,NBA Player of the Week,,1992-93,,1993-02-28T00:00:00,,Award,Kia Motors,KIPWK,,165,
165.0,Hakeem,Olajuwon,Houston Rockets,NBA Player of the Week,,1992-93,,1993-04-11T00:00:00,,Award,Kia Motors,KIPWK,,165,
165.0,Hakeem,Olajuwon,Houston Rockets,NBA Player of the Week,,1993-94,,1993-11-14T00:00:00,,Award,Kia Motors,KIPWK,,165,
165.0,Hakeem,Olajuwon,Houston Rockets,NBA Player of the Week,,1993-94,,1994-03-20T00:00:00,,Award,Kia Motors,KIPWK,,165,
165.0,Hakeem,Olajuwon,Houston Rockets,NBA Player of the Week,,1994-95,,1995-01-01T00:00:00,,Award,Kia Motors,KIPWK,,165,
165.0,Hakeem,Olajuwon,Houston Rockets,NBA Player of the Week,,1994-95,,1995-02-05T00:00:00,,Award,Kia Motors,KIPWK,,165,
165.0,Hakeem,Olajuwon,Houston Rockets,NBA Player of the Week,,1995-96,,1996-03-03T00:00:00,,Award,Kia Motors,KIPWK,,165,
165.0,Hakeem,Olajuwon,Houston Rockets,NBA Player of the Week,,1996-97,,1996-11-10T00:00:00,,Award,Kia Motors,KIPWK,,165,
165.0,Hakeem,Olajuwon,Houston Rockets,NBA Rookie of the Month,,1984-85,02/01/1985,,,Award,Kia Motors,KIRMO,,165,
165.0,Hakeem,Olajuwon,Houston Rockets,NBA Rookie of the Month,,1984-85,03/01/1985,,,Award,Kia Motors,KIRMO,,165,
165.0,Hakeem,Olajuwon,Houston Rockets,NBA Rookie of the Month,,1984-85,12/01/1984,,,Award,Kia Motors,KIRMO,,165,
165.0,Hakeem,Olajuwon,Houston Rockets,NBA Sporting News Most Valuable Player of the Year,,1993-94,,,,Award,Sporting News,SNMVP,,165,
165.0,Hakeem,Olajuwon,USA,Olympic Gold Medal,,1996,,,,Award,Olympic,Gold,,165,
166.0,Ron,Harper,Cleveland Cavaliers,All-Rookie Team,1.0,1986-87,,,1610612739,Award,Kia Motors,KIART,,166,
166.0,Ron,Harper,Chicago Bulls,NBA Champion,,1995-96,,,,Award,Champion,,,166,
166.0,Ron,Harper,Chicago Bulls,NBA Champion,,1996-97,,,,Award,Champion,,,166,
166.0,Ron,Harper,Chicago Bulls,NBA Champion,,1997-98,,,,Award,Champion,,,166,
166.0,Ron,Harper,Los Angeles Lakers,NBA Champion,,1999-00,,,,Award,Champion,,,166,
166.0,Ron,Harper,Los Angeles Lakers,NBA Champion,,2000-01,,,,Award,Champion,,,166,
166.0,Ron,Harper,Cleveland Cavaliers,NBA Player of the Week,,1988-89,,1989-02-05T00:00:00,,Award,Kia Motors,KIPWK,,166,
166.0,Ron,Harper,Los Angeles Clippers,NBA Player of the Week,,1989-90,,1990-01-14T00:00:00,,Award,Kia Motors,KIPWK,,166,
166.0,Ron,Harper,Los Angeles Clippers,NBA Player of the Week,,1993-94,,1994-01-30T00:00:00,,Award,Kia Motors,KIPWK,,166,
166.0,Ron,Harper,Cleveland Cavaliers,NBA Rookie of the Month,,1986-87,01/01/1987,,,Award,Kia Motors,KIRMO,,166,
166.0,Ron,Harper,Cleveland Cavaliers,NBA Rookie of the Month,,1986-87,12/01/1986,,,Award,Kia Motors,KIRMO,,166,
170.0,Joe,Kleine,USA,Olympic Gold Medal,,1984,,,,Award,Olympic,Gold,,170,
181.0,Kenny,Smith,Sacramento Kings,All-Rookie Team,1.0,1987-88,,,1610612758,Award,Kia Motors,KIART,,181,
181.0,Kenny,Smith,Houston Rockets,NBA Champion,,1993-94,,,,Award,Champion,,,181,
181.0,Kenny,Smith,Houston Rockets,NBA Champion,,1994-95,,,,Award,Champion,,,181,
181.0,Kenny,Smith,Houston Rockets,NBA Player of the Week,,1990-91,,1991-03-17T00:00:00,,Award,Kia Motors,KIPWK,,181,
182.0,Billy,Owens,Golden State Warriors,All-Rookie Team,1.0,1991-92,,,1610612744,Award,Kia Motors,KIART,,182,
183.0,Bison,Dele,Chicago Bulls,NBA Champion,,1996-97,,,,Award,Champion,,,183,
184.0,Bobby,Phills,Cleveland Cavaliers,All-Defensive Team,2.0,1995-96,,,1610612739,Award,Kia Motors,KIADT,,184,
185.0,Chris,Webber,Sacramento Kings,All-NBA,2.0,1998-99,,,1610612758,Award,Kia Motors,KIANT,,185,
185.0,Chris,Webber,Sacramento Kings,All-NBA,3.0,1999-00,,,1610612758,Award,Kia Motors,KIANT,,185,
185.0,Chris,Webber,Sacramento Kings,All-NBA,1.0,2000-01,,,1610612758,Award,Kia Motors,KIANT,,185,
185.0,Chris,Webber,Sacramento Kings,All-NBA,2.0,2001-02,,,1610612758,Award,Kia Motors,KIANT,,185,
185.0,Chris,Webber,Sacramento Kings,All-NBA,2.0,2002-03,,,1610612758,Award,Kia Motors,KIANT,,185,
185.0,Chris,Webber,Golden State Warriors,All-Rookie Team,1.0,1993-94,,,1610612744,Award,Kia Motors,KIART,,185,
185.0,Chris,Webber,,NBA All-Star,,1996-97,,,,Award,All-Star,,,185,
185.0,Chris,Webber,,NBA All-Star,,1999-00,,,,Award,All-Star,,,185,
185.0,Chris,Webber,,NBA All-Star,,2000-01,,,,Award,All-Star,,,185,
185.0,Chris,Webber,,NBA All-Star,,2001-02,,,,Award,All-Star,,,185,
185.0,Chris,Webber,,NBA All-Star,,2002-03,,,,Award,All-Star,,,185,
185.0,Chris,Webber,Sacramento Kings,NBA Player of the Month,,2001-02,01/01/2002,,West,Award,Kia Motors,KIPMO,,185,
185.0,Chris,Webber,Sacramento Kings,NBA Player of the Month,,2002-03,12/01/2002,,West,Award,Kia Motors,KIPMO,,185,
185.0,Chris,Webber,Philadelphia 76ers,NBA Player of the Month,,2004-05,01/01/2005,,East,Award,Kia Motors,KIPMO,,185,
185.0,Chris,Webber,Golden State Warriors,NBA Player of the Week,,1993-94,,1994-01-19T00:00:00,,Award,Kia Motors,KIPWK,,185,
185.0,Chris,Webber,Washington Wizards,NBA Player of the Week,,1996-97,,1997-04-20T00:00:00,,Award,Kia Motors,KIPWK,,185,
185.0,Chris,Webber,Sacramento Kings,NBA Player of the Week,,1998-99,,1999-04-25T00:00:00,,Award,Kia Motors,KIPWK,,185,
185.0,Chris,Webber,Sacramento Kings,NBA Player of the Week,,1999-00,,2000-01-03T00:00:00,,Award,Kia Motors,KIPWK,,185,
185.0,Chris,Webber,Sacramento Kings,NBA Player of the Week,,1999-00,,2000-01-17T00:00:00,,Award,Kia Motors,KIPWK,,185,
185.0,Chris,Webber,Sacramento Kings,NBA Player of the Week,,2000-01,,2000-12-10T00:00:00,,Award,Kia Motors,KIPWK,,185,
185.0,Chris,Webber,Sacramento Kings,NBA Player of the Week,,2000-01,,2001-01-22T00:00:00,,Award,Kia Motors,KIPWK,,185,
185.0,Chris,Webber,Sacramento Kings,NBA Player of the Week,,2001-02,,2002-01-06T00:00:00,West,Award,Kia Motors,KIPWK,,185,
185.0,Chris,Webber,Sacramento Kings,NBA Player of the Week,,2002-03,,2002-12-15T00:00:00,West,Award,Kia Motors,KIPWK,,185,
185.0,Chris,Webber,Golden State Warriors,NBA Rookie of the Month,,1993-94,03/01/1994,,,Award,Kia Motors,KIRMO,,185,
185.0,Chris,Webber,Golden State Warriors,NBA Rookie of the Month,,1993-94,12/01/1993,,,Award,Kia Motors,KIRMO,,185,
185.0,Chris,Webber,Golden State Warriors,NBA Rookie of the Year,,1993-94,,,,Award,Kia Motors,KIROY,,185,
185.0,Chris,Webber,Golden State Warriors,NBA Sporting News Rookie of the Year,,1993-94,,,,Award,Sporting News,SNROY,,185,
187.0,Terry,Cummings,Milwaukee Bucks,All-NBA,2.0,1984-85,,,1610612749,Award,Kia Motors,KIANT,,187,
187.0,Terry,Cummings,Milwaukee Bucks,All-NBA,3.0,1988-89,,,1610612749,Award,Kia Motors,KIANT,,187,
187.0,Terry,Cummings,San Diego Clippers,All-Rookie Team,1.0,1982-83,,,1610612746,Award,Kia Motors,KIART,,187,
187.0,Terry,Cummings,,NBA All-Star,,1984-85,,,,Award,All-Star,,,187,
187.0,Terry,Cummings,,NBA All-Star,,1988-89,,,,Award,All-Star,,,187,
187.0,Terry,Cummings,Milwaukee Bucks,NBA Player of the Month,,1984-85,01/01/1985,,,Award,Kia Motors,KIPMO,,187,
187.0,Terry,Cummings,Milwaukee Bucks,NBA Player of the Week,,1984-85,,1984-12-23T00:00:00,,Award,Kia Motors,KIPWK,,187,
187.0,Terry,Cummings,San Antonio Spurs,NBA Player of the Week,,1989-90,,1989-12-24T00:00:00,,Award,Kia Motors,KIPWK,,187,
187.0,Terry,Cummings,San Diego Clippers,NBA Rookie of the Month,,1982-83,01/01/1983,,,Award,Kia Motors,KIRMO,,187,
187.0,Terry,Cummings,San Diego Clippers,NBA Rookie of the Month,,1982-83,02/01/1983,,,Award,Kia Motors,KIRMO,,187,
187.0,Terry,Cummings,San Diego Clippers,NBA Rookie of the Month,,1982-83,03/01/1983,,,Award,Kia Motors,KIRMO,,187,
187.0,Terry,Cummings,San Diego Clippers,NBA Rookie of the Month,,1982-83,04/01/1983,,,Award,Kia Motors,KIRMO,,187,
